"","Country","Year","Status","Life.expectancy..men.","Life.expectancy.women.","Adult.Mortality..men.","Adult.Mortality..women.","Infant.deaths","Alcohol","Percentage.expenditure","Hepatitis.B.men.","Hepatitis.B.women.","Measles","BMI","Under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","GDP","Population","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","country_id","Inflation..CPI...","GDP..Current.USD.","Unemployment.Rate....","Interest.Rate..Real....","Inflation..GDP.Deflator....","GDP.Growth....Annual.","Current.Account.Balance....GDP.","Government.Expense....of.GDP.","Government.Revenue....of.GDP.","Tax.Revenue....of.GDP.","Gross.National.Income..USD.","Public.Debt....of.GDP.","above_below_average"
"146","eswatini",2012,FALSE,70,74,98,89,2,0.01,720.2333929,40,48,0,3.7,3,92,8.76,95,12.2,3851.51547,1248158,4.8,4.9,0.534,11.3,"sz",8.93964682788212,4886551483.93374,25.128,0.00149565276416976,8.74837350194572,5.39663069666719,4.91018584462683,22.3302560357525,28.8375522484598,28.2333786479943,4571223253.09633,12.8823565660319,FALSE
"147","eswatini",2011,FALSE,60,50,88,77,2,5.2,735.7090978,53,23,0,3.2,3,85,8.61,91,15.7,3934.27325,1225258,5.1,5.2,0.526,11.2,"sz",6.10742714590251,4820478680.18375,25.987,3.47353525261266,5.34094513529033,2.2472297610679,-5.8442028934161,22.2232824611369,17.1214313459534,16.3070266691183,4528146052.15826,12.5120949775288,FALSE
"148","eswatini",2010,FALSE,60,50,94,56,2,4.93,56.93670561,31,73,313,29.7,4,89,8.47,89,21.6,369.239336,122843,5.4,5.6,0.523,11,"sz",4.50923691774369,4438765085.93784,26.736,6.34980997485791,3.19717545893681,3.79375496828149,-8.74814249319525,24.6869629074883,17.1149964788027,16.0005276272456,4212614314.93267,12.7334107582969,FALSE
"149","switzerland",2014,TRUE,67,57,67,75,0,9.61,19479.91161,29,26,23,57,0,96,11.66,96,0.1,85814.58857,8188649,0.4,0.3,0.936,15.9,"ch",-0.0132025387514939,726537808338,4.826,3.36510208636232,-0.653123803620176,2.34988127508626,6.86697602914757,16.7192645031926,17.1322484585604,9.08733953197482,725732044919.197,20.611242786827,TRUE
"150","switzerland",2013,TRUE,69,78,85,99,0,9.73,19099.04506,35,26,175,56.6,0,96,11.71,96,0.1,84658.88768,889346,0.4,0.3,0.934,15.8,"ch",-0.217323155115693,706234937370.968,4.747,2.77842216227006,-0.0868426404352363,1.79214405707484,9.60676890706284,16.7887620098092,17.3653496569185,9.25621409876975,717684744662.856,20.218157443689,TRUE
"151","switzerland",2012,TRUE,57,52,99,97,0,9.86,18379.32974,41,61,61,56.2,0,96,11.59,96,0.1,83164.38795,7996861,0.5,0.3,0.932,15.7,"ch",-0.692552018105253,686420221557.99,4.491,2.62294172480656,0.0637202631572649,1.17925383325108,8.8773281834645,16.5219261840556,17.1639791506782,9.1690747420643,697992809377.499,21.3444959349686,TRUE
"152","switzerland",2011,TRUE,81,67,94,59,0,9.99,18822.86732,39,53,621,55.8,0,96,11.21,96,0.1,87998.44468,7912398,0.5,0.3,0.932,15.6,"ch",0.2313492076509,715888126682.396,4.409,2.73934652630259,-0.0204529167059491,1.81310819203695,6.21119893660374,16.6376791837765,17.2901661887072,9.32195218828286,720038694879.46,21.1420070501854,TRUE
"153","switzerland",2010,TRUE,84,81,82,76,0,10.01,2198.590865,40,53,77,55.4,0,96,11.7,95,0.1,74276.71842,782499,0.5,0.4,0.92,15.4,"ch",0.688238707220026,598851028906.58,4.808,2.41305026833025,0.312736574258764,3.24339733550173,13.0332803465038,16.7197445429207,17.0689897525194,9.36400803897084,629972347630.646,20.9935662243333,TRUE
"154","thailand",2014,FALSE,69,70,68,63,8,6.41,789.0772949,67,54,0,32.4,10,99,4.12,99,0.1,5941.8471,68416772,7.8,7.8,0.737,13.6,"th",1.8951418189878,407339040197.651,0.576,3.45784317114814,1.44146536528029,0.984468863619426,2.8582840987004,19.9952273274915,20.3800515751315,16.4987842783279,386381481702.815,35.3904739452699,TRUE
"155","thailand",2013,FALSE,57,72,63,94,9,6.5,788.6873403,59,71,2641,31.3,10,99,4,99,0.1,6171.262444,6814365,7.9,7.9,0.733,13.6,"th",2.18488618530678,420333654592.547,0.249,3.22433498210821,1.77874589235417,2.68749556320556,-2.10153458942232,19.817256200685,21.3326375197768,17.7360544662812,393467486312.148,38.1666950570794,TRUE
"156","thailand",2012,FALSE,63,85,89,76,9,6.56,801.0504655,70,62,5197,3.1,11,99,4.17,99,0.1,5859.915622,67843979,8,8.1,0.729,13.7,"th",3.01489950334994,397558325278.579,0.58,3.21675712469183,1.90914444199674,7.24279620249642,-1.23233637957653,18.6216196174385,18.9380707949502,15.4409356740255,379342666424.563,28.4447160238828,TRUE
"157","thailand",2011,FALSE,85,70,84,77,10,6.07,748.4451054,22,44,3156,29,11,99,4.12,99,0.2,5491.159981,675313,8.1,8.2,0.72,13.3,"th",3.80879058139634,370818739623.622,0.66,1.2766820317925,3.7430981204437,0.840132083053334,2.54217096328341,19.41745835874,19.8124475584625,16.3618347937093,361875003955.99,28.1319763006874,TRUE
"158","thailand",2010,FALSE,66,65,52,90,10,5.95,71.6850913,49,53,2583,27.9,12,99,3.81,99,0.2,575.32176,672888,8.2,8.3,0.711,13.1,"th",3.24758842443723,341104766329.17,0.622,0.243128638611462,4.08098922673743,7.51339053261624,3.36732467219253,17.4114153723881,18.9981068906829,14.9326475542288,326815388832.283,26.9008455437265,FALSE
"159","tonga",2014,FALSE,53,83,50,88,0,0.01,565.9672173,57,62,0,74.8,0,82,5.18,8,0.1,4192.349758,15782,0.1,0.1,0.716,14.3,"to",2.51087633253706,440997738.014078,1.92,8.59924462526689,0.0415389306808009,1.99054015465354,-6.26556406033615,30.3775518946562,20.1678759419521,17.1045937580802,444161208.653785,47.3558959748934,FALSE
"160","tonga",2013,FALSE,78,76,55,97,0,0.01,584.9449886,28,42,0,74.3,0,84,4.98,82,0.1,4266.557174,15328,0.1,0.1,0.718,14.3,"to",0.77562932236742,451788486.864637,1.754,11.9183021742981,-2.29125163479002,0.393913876447826,-9.47350622217522,27.6506584607303,19.3274598476586,16.9324743710675,463089490.25421,48.914578904204,FALSE
"161","ukraine",2014,FALSE,83,63,81,99,4,8.06,5.663849328,70,61,0,6.7,5,45,7.1,23,0.2,314.658296,45271947,2.3,2.4,0.746,15.2,"ua",12.0718562874251,133503871861.723,9.27,1.56710691315341,15.9017375254406,-10.0788949856211,-3.44259678457888,43.5407000374941,33.6845451709764,17.294347838416,131977538852.591,63.6653191884884,FALSE
"162","ukraine",2013,FALSE,50,60,82,71,4,8.44,52.42529588,45,34,0,6.1,5,72,7.67,76,0.2,429.71554,454896,2.3,2.4,0.744,15.2,"ua",-0.238948626045407,190498811460.028,7.17,11.8306483626893,4.30879343709354,0.045439094492707,-8.67092024008033,38.6815940819239,34.7676228164977,16.8986843392832,187716627048.668,35.6313995863809,FALSE
"163","ukraine",2012,FALSE,82,54,82,82,5,8.44,453.7830847,69,68,12746,59.6,5,72,7.47,76,0.2,3855.42128,455933,2.4,2.4,0.739,15.1,"ua",0.568727971803862,182591753827.949,7.529,9.64012656225921,7.98256111045039,0.152314967200653,-7.85084742299342,39.5379741977224,36.0950783910037,17.6333154227001,180602773435.061,32.445911715199,FALSE
"164","ukraine",2011,FALSE,71,68,93,98,5,8.48,415.1627705,52,29,1333,59,5,54,6.98,5,0.2,3569.75727,45761,2.4,2.5,0.734,14.9,"ua",7.95572466274652,169333835201.554,7.851,1.54605607669365,14.1819086626365,5.44528081048476,-6.04309232577169,36.8763128364085,34.9854815302354,17.8400492744471,161004939653.442,26.4808201734686,FALSE
"165","ukraine",2010,FALSE,82,72,94,50,5,8.39,375.6835376,35,64,39,58.5,6,57,7.81,52,0.2,2965.142365,45877,2.4,2.5,0.728,14.9,"ua",9.37293105078978,141209170427.233,8.1,1.93111737385513,13.6732282073329,4.09200436668087,-2.13583862214825,39.5439524891017,33.1679703012266,14.997505767077,135958427544.398,28.8666366228354,FALSE
"166","uruguay",2014,FALSE,63,59,87,87,0,6.03,463.6397821,53,46,0,63.4,0,95,8.58,95,0.1,16737.89827,3419546,1.5,1.4,0.791,15.5,"uy",8.87735333229828,61496186973.902,6.547,4.82076932063266,10.2206566034525,3.23879122952364,-2.98942522248202,29.5808927457727,28.7136319724121,17.275289380084,57758605834.761,41.2850007406183,FALSE
"167","uruguay",2013,FALSE,66,76,95,80,0,5.82,482.8039445,64,45,0,62.9,0,94,8.68,94,0.1,16881.2568,3485,1.5,1.4,0.788,15.5,"uy",8.57513504005397,61337621933.7857,6.444,3.15123121935886,8.99924666884517,4.63753862902416,-3.28720935568054,29.2703887862228,29.1776601490145,17.8597397264673,58272697036.2874,40.0884943756463,FALSE
"168","uruguay",2012,FALSE,78,59,55,83,0,5.77,339.7190493,69,18,0,62.3,0,95,8.74,95,0.1,1592.6819,3396777,1.5,1.5,0.784,15.5,"uy",8.09776580573602,54232266358.7811,6.451,1.63260408891417,9.41291247372213,3.53817872056869,-3.7550569524485,28.8425661023934,28.3021326547872,17.7918744506058,50380210747.357,41.0282347488741,FALSE
"169","uruguay",2011,FALSE,82,75,68,92,0,5.97,417.9117441,32,38,0,61.8,1,95,8.55,95,0.1,14166.4998,3385624,1.5,1.5,0.78,15.5,"uy",8.0928320630299,50342406067.0777,6.307,-0.0851869359373854,9.87542024568336,5.16213302463606,-2.61132861090732,27.7352832980739,28.6039900181098,18.1987734858938,48712391359.77,43.2074168775786,FALSE
"170","uruguay",2010,FALSE,72,67,51,74,0,6.21,2331.532804,56,66,0,61.2,1,95,8.63,95,0.1,11938.212,3374415,1.5,1.5,0.777,15.6,"uy",6.69870886978132,41950361211.9581,7.158,4.33049768870303,5.74685698442181,7.8034096507169,-1.7421567938392,28.2518723908528,28.7222949826024,18.1364190185862,40447852178.1071,42.4666388141691,FALSE
"171","zambia",2014,FALSE,63,65,69,60,28,0.01,196.6675768,37,43,9,22.8,41,78,4.99,86,4.3,1738.8822,1562974,6.3,6.2,0.57,12.5,"zm",7.80687553566333,27141023558.0829,6.571,5.81636783051129,5.44052458126617,4.69328316376705,-1.4270939600475,20.2562396253045,17.7376341640078,15.7610303316911,26589065800.1625,44.3958675879332,FALSE
"172","zambia",2013,FALSE,69,83,62,58,29,2.41,20.62306285,51,46,35,22.3,42,74,4.99,79,4.8,185.793359,1515321,6.4,6.2,0.565,12.5,"zm",6.97767605490307,28037239462.7142,7.264,-0.191430038192798,9.73089122030567,5.05753695047252,-0.575955750525117,17.8533057349122,16.2362093688669,14.3471093166635,26888392774.4326,24.2239941438767,FALSE
"173","zambia",2012,FALSE,72,72,66,84,29,2.59,196.9152496,42,42,896,21.7,43,7,4.91,78,5.6,1734.93612,14699937,6.5,6.3,0.554,12.3,"zm",6.57589970757698,25503060420.026,7.85,4.82147742594943,6.99222724900214,7.59738104901994,5.37898486156035,16.5322416609076,16.6680892991001,14.8923642974021,25071084452.0428,23.4889192806696,FALSE
"174","zambia",2011,FALSE,50,80,88,70,29,2.57,183.0461695,63,47,13234,21.2,44,83,4.26,81,6.3,1644.619672,14264756,6.6,6.4,0.543,12,"zm",6.4293968107234,23459515275.5776,10.545,6.95655957659878,11.1074132686175,5.56925219263019,4.65823655766585,14.4956773687217,17.4683770602892,14.7159433183957,22302537247.7215,18.0499093578444,FALSE
"175","zambia",2010,FALSE,74,51,69,69,30,2.47,184.3649102,38,72,15754,2.7,45,8,4.41,83,6.8,1463.213573,138533,6.7,6.5,0.533,11.8,"zm",8.50176133365265,20265559483.8548,13.19,6.11294221169531,13.9509131934519,10.2982233241213,7.52549147652086,14.6688561532361,14.3625876180455,12.834842405292,18902559483.8548,17.3215114809658,FALSE
